2,1,3e-07
3,3,3e-07
4,5,3e-07
5,7,3e-07
6,8,3e-07
7,8,4e-07
8,14,2e-07
9,17,6e-07
10,25,7e-07
11,35,6e-07
12,45,8e-07
13,57,1e-06
14,67,1e-06
15,69,1.2e-06
16,82,1.1e-06
17,87,1.4e-06
18,100,1e-06
19,103,9e-07
20,110,1.1e-06
21,128,1.2e-06
22,134,1.8e-06
23,136,1.6e-06
24,142,1.5e-06
25,158,1.5e-06
26,166,1.5e-06
27,186,1.8e-06
28,191,1.7e-06
29,203,2e-06
30,218,2.1e-06
31,242,2.2e-06
32,269,2.6e-06
33,283,4.1e-06
34,300,3.5e-06
35,300,2.9e-06
36,334,3.2e-06
37,340,3.3e-06
38,343,3.3e-06
39,365,3.5e-06
40,389,3.6e-06
41,400,3.8e-06
42,423,4e-06
43,423,4.1e-06
44,434,4.3e-06
45,447,4.4e-06
46,478,4.7e-06
47,486,4.7e-06
48,492,4.8e-06
49,520,5.1e-06
50,545,5.2e-06
51,549,5.4e-06
52,577,5.6e-06
53,596,5.8e-06
54,606,5.9e-06
55,652,6.4e-06
56,686,6.9e-06
57,691,7e-06
58,693,6.9e-06
59,744,7.8e-06
60,778,7.8e-06
61,779,8.5e-06
62,788,1.23e-05
63,820,8.4e-06
64,855,9.9e-06
65,902,9.2e-06
66,942,1.17e-05
67,975,9.8e-06
68,1004,9.5e-06
69,1015,1.02e-05
70,1062,1.04e-05
71,1103,1.05e-05
72,1136,1.25e-05
73,1191,1.19e-05
74,1192,1.2e-05
75,1208,1.21e-05
76,1242,1.21e-05
77,1305,1.32e-05
78,1350,1.51e-05
79,1360,1.33e-05
80,1380,1.39e-05
81,1424,1.41e-05
82,1440,1.46e-05
83,1459,1.47e-05
84,1535,1.95e-05
85,1619,2.04e-05
86,1675,1.68e-05
87,1754,1.74e-05
88,1762,1.81e-05
89,1769,2.05e-05
90,1845,1.85e-05
91,1911,1.92e-05
92,1927,1.93e-05
93,2012,2.02e-05
94,2077,2.03e-05
95,2148,2.37e-05
96,2155,2.14e-05
97,2224,2.17e-05
98,2296,2.22e-05
99,2393,2.34e-05
100,2423,2.33e-05
101,2505,2.39e-05
102,2505,2.49e-05
103,2526,2.52e-05
104,2569,3.09e-05
105,2572,4.01e-05
106,2624,3.84e-05
107,2718,4.3e-05
108,2806,4.33e-05
109,2810,4.47e-05
110,2810,4.5e-05
111,2868,4.53e-05
112,2872,4.63e-05
113,2962,4.81e-05
114,2991,4.71e-05
115,3038,4.77e-05
116,3130,5.16e-05
117,3231,5.13e-05
118,3274,5.38e-05
119,3316,5.3e-05
120,3425,5.54e-05
121,3508,5.4e-05
122,3564,5.54e-05
123,3577,5.48e-05
124,3655,5.78e-05
125,3667,5.63e-05
126,3702,6.02e-05
127,3726,5.91e-05
128,3754,5.85e-05
129,3811,5.87e-05
130,3835,6.07e-05
131,3911,6.23e-05
132,3935,6.42e-05
133,4030,6.62e-05
134,4143,6.59e-05
135,4228,6.85e-05
136,4331,7.02e-05
137,4372,6.53e-05
138,4498,7.24e-05
139,4624,6.98e-05
140,4742,7.44e-05
141,4802,5.31e-05
142,4865,4.85e-05
143,4913,4.94e-05
144,4936,5e-05
145,5045,5.15e-05
146,5157,5.2e-05
147,5212,5.29e-05
148,5215,5.34e-05
149,5224,5.21e-05
150,5339,5.44e-05
151,5483,5.45e-05
152,5595,5.48e-05
153,5626,5.92e-05
154,5719,5.86e-05
155,5847,5.88e-05
156,5975,5.91e-05
157,6111,5.82e-05
158,6176,5.98e-05
159,6253,6.15e-05
160,6378,6.13e-05
161,6387,6.16e-05
162,6390,6.15e-05
163,6537,6.26e-05
164,6656,7.85e-05
165,6701,6.66e-05
166,6856,6.53e-05
167,6922,6.54e-05
168,6931,6.64e-05
169,6993,7.28e-05
170,7049,7.92e-05
171,7109,7.34e-05
172,7253,7.37e-05
173,7290,7.43e-05
174,7407,7.17e-05
175,7485,7.59e-05
176,7563,7.53e-05
177,7628,7.24e-05
178,7678,7.82e-05
179,7762,7.43e-05
180,7924,7.79e-05
181,8012,7.58e-05
182,8090,7.67e-05
183,8207,7.75e-05
184,8233,8.16e-05
185,8321,8.9e-05
186,8482,8.12e-05
187,8556,8.1e-05
188,8712,8.42e-05
189,8752,9.64e-05
190,8922,0.0001018
191,9025,9.12e-05
192,9185,9.51e-05
193,9255,9.87e-05
194,9431,9.35e-05
195,9531,9.42e-05
196,9664,9.4e-05
197,9837,9.8e-05
198,9906,0.0001028
199,9941,0.0001045
200,9980,0.0001064
201,10124,0.0001295
202,10228,0.0001135
203,10332,0.0001073
